topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0608H,APW19990113.0033,545,"Another safety agency, the National Highway Traffic Safety Administration, says more than 80 percent of child car seats are used improperly.",APW19990407.0101,2233,Government statistics indicate more than 80 percent of child seats are installed incorrectly.,"2264, 2326","545, 566;620, 685",more than 80 percent of child seats are installed incorrectly.,Another safety agency...says more than 80 percent of child car seats are used improperly.,0,0.682171
D0608H,APW19990113.0033,545,"Another safety agency, the National Highway Traffic Safety Administration, says more than 80 percent of child car seats are used improperly.",APW19990408.0121,2478,"More than 80 percent of child seats are installed incorrectly, studies show.","2478, 2539","545, 566;620, 685",More than 80 percent of child seats are installed incorrectly,Another safety agency...says more than 80 percent of child car seats are used improperly.,0,0.68980634
D0608H,APW19990113.0033,545,"Another safety agency, the National Highway Traffic Safety Administration, says more than 80 percent of child car seats are used improperly.",APW19990603.0019,682,More than 80 percent of child seats are improperly installed in autos.,"682, 752","545, 566;620, 685",More than 80 percent of child seats are improperly installed in autos.,Another safety agency...says more than 80 percent of child car seats are used improperly.,0,0.68980384
D0608H,APW19990113.0033,545,"Another safety agency, the National Highway Traffic Safety Administration, says more than 80 percent of child car seats are used improperly.",APW19990603.0163,491,More than 80 percent of child seats are improperly installed in autos.,"491, 561","545, 566;620, 685",More than 80 percent of child seats are improperly installed in autos.,Another safety agency...says more than 80 percent of child car seats are used improperly.,0,0.68980384
D0608H,APW19990113.0033,545,"Another safety agency, the National Highway Traffic Safety Administration, says more than 80 percent of child car seats are used improperly.",APW20000209.0099,218,"Child safety seats prevent thousands of deaths and injuries annually, but federal officials and safety experts say a large share of those in use are not installed correctly, posing a possible hazard to children riding in them.","333, 390","545, 566;620, 685",a large share of those in use are not installed correctly,Another safety agency...says more than 80 percent of child car seats are used improperly.,0,0.5593111
D0608H,APW19990113.0033,545,"Another safety agency, the National Highway Traffic Safety Administration, says more than 80 percent of child car seats are used improperly.",APW20000209.0099,917,Studies show more than 80 percent of child seats are improperly installed.,"917, 965","545, 566;620, 685",Studies show more than 80 percent of child seats,Another safety agency...says more than 80 percent of child car seats are used improperly.,0,0.53014535
D0608H,APW19990113.0033,545,"Another safety agency, the National Highway Traffic Safety Administration, says more than 80 percent of child car seats are used improperly.",APW20000209.0099,917,Studies show more than 80 percent of child seats are improperly installed.,"917, 924;930, 991","545, 566;620, 685",Studies...more than 80 percent of child seats are improperly installed.,Another safety agency...says more than 80 percent of child car seats are used improperly.,0,0.64816386
D0608H,APW19990113.0033,545,"Another safety agency, the National Highway Traffic Safety Administration, says more than 80 percent of child car seats are used improperly.",APW20000209.0099,2701,"Another safety agency, the National Transportation Safety Board, called attention to the problem of wrongly installed seats, urging creation of a network of permanent ""fitting stations"" for child seats that the government, automakers and private safety agencies would operate jointly.","2701, 2722;2766, 2824","545, 566;620, 685",Another safety agency...called attention to the problem of wrongly installed seats,Another safety agency...says more than 80 percent of child car seats are used improperly.,0,0.64572847
D0608H,APW19990113.0033,686,"If all children using child seats were restrained properly, 68 more lives would be saved annually, the agency estimated.",APW19990113.0033,686,"If all children using child seats were restrained properly, 68 more lives would be saved annually, the agency estimated.","689, 744","689, 744",all children using child seats were restrained properly,all children using child seats were restrained properly,0,0.7133616
D0608H,APW19990113.0033,686,"If all children using child seats were restrained properly, 68 more lives would be saved annually, the agency estimated.",NYT19991014.0318,3187,"Said Schorr of Mercedes: ``For properly restrained children, side air bags are a great safety device that will save lives.''","3213, 3214;3218, 3246","689, 744",`...properly restrained children,all children using child seats were restrained properly,0,0.6091441
D0608H,APW19990113.0033,686,"If all children using child seats were restrained properly, 68 more lives would be saved annually, the agency estimated.",APW19990113.0033,686,"If all children using child seats were restrained properly, 68 more lives would be saved annually, the agency estimated.","744, 784","744, 784",", 68 more lives would be saved annually,",", 68 more lives would be saved annually,",0,0.73005986
D0608H,APW19990113.0033,686,"If all children using child seats were restrained properly, 68 more lives would be saved annually, the agency estimated.",APW19990113.0033,686,"If all children using child seats were restrained properly, 68 more lives would be saved annually, the agency estimated.","785, 806","785, 806",the agency estimated.,the agency estimated.,0,0.6991192
D0608H,APW19990113.0033,807,"Frustrated parents struggle to properly install about 70 models of child car seats in hundreds of different types of cars each year, meaning there are ``potentially 100,000 different ways to confuse the average consumer,'' Hall said.",APW19990113.0033,807,"Frustrated parents struggle to properly install about 70 models of child car seats in hundreds of different types of cars each year, meaning there are ``potentially 100,000 different ways to confuse the average consumer,'' Hall said.","807, 938","807, 938",Frustrated parents struggle to properly install about 70 models of child car seats in hundreds of different types of cars each year,Frustrated parents struggle to properly install about 70 models of child car seats in hundreds of different types of cars each year,0,0.72838545
